image_path,split,label,label_idx,filename
C:\Users\Letic\Downloads\NEU-CLS\Pa_215.bmp,train,Pa,2,Pa_215.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_65.bmp,train,In,1,In_65.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_43.bmp,train,Cr,0,Cr_43.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_173.bmp,train,RS,4,RS_173.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_37.bmp,train,PS,3,PS_37.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_59.bmp,train,Cr,0,Cr_59.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_284.bmp,train,Sc,5,Sc_284.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_7.bmp,train,Sc,5,Sc_7.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_218.bmp,train,Cr,0,Cr_218.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_227.bmp,train,Cr,0,Cr_227.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_254.bmp,train,Pa,2,Pa_254.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_34.bmp,train,Pa,2,Pa_34.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_163.bmp,train,In,1,In_163.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_265.bmp,train,RS,4,RS_265.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_218.bmp,train,In,1,In_218.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_109.bmp,train,In,1,In_109.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_284.bmp,train,PS,3,PS_284.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_240.bmp,train,Cr,0,Cr_240.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_16.bmp,train,PS,3,PS_16.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_167.bmp,train,In,1,In_167.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_229.bmp,train,PS,3,PS_229.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_62.bmp,train,Pa,2,Pa_62.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_28.bmp,train,PS,3,PS_28.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_17.bmp,train,Sc,5,Sc_17.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_216.bmp,train,In,1,In_216.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_238.bmp,train,Sc,5,Sc_238.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_233.bmp,train,Sc,5,Sc_233.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_27.bmp,train,Pa,2,Pa_27.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_152.bmp,train,Pa,2,Pa_152.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_209.bmp,train,Cr,0,Cr_209.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_118.bmp,train,Pa,2,Pa_118.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_231.bmp,train,RS,4,RS_231.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_288.bmp,train,PS,3,PS_288.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_184.bmp,train,Sc,5,Sc_184.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_122.bmp,train,PS,3,PS_122.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_279.bmp,train,Sc,5,Sc_279.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_291.bmp,train,Cr,0,Cr_291.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_142.bmp,train,RS,4,RS_142.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_89.bmp,train,RS,4,RS_89.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_187.bmp,train,PS,3,PS_187.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_202.bmp,train,Cr,0,Cr_202.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_138.bmp,train,Pa,2,Pa_138.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_260.bmp,train,Pa,2,Pa_260.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_283.bmp,train,RS,4,RS_283.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_90.bmp,train,Sc,5,Sc_90.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_99.bmp,train,Cr,0,Cr_99.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_137.bmp,train,Cr,0,Cr_137.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_187.bmp,train,Pa,2,Pa_187.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_258.bmp,train,In,1,In_258.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_192.bmp,train,RS,4,RS_192.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_126.bmp,train,In,1,In_126.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_241.bmp,train,RS,4,RS_241.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_153.bmp,train,RS,4,RS_153.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_196.bmp,train,Pa,2,Pa_196.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_260.bmp,train,Cr,0,Cr_260.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_140.bmp,train,Cr,0,Cr_140.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_170.bmp,train,PS,3,PS_170.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_55.bmp,train,Cr,0,Cr_55.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_73.bmp,train,PS,3,PS_73.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_85.bmp,train,PS,3,PS_85.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_203.bmp,train,In,1,In_203.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_154.bmp,train,Cr,0,Cr_154.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_237.bmp,train,PS,3,PS_237.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_81.bmp,train,Cr,0,Cr_81.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_213.bmp,train,PS,3,PS_213.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_170.bmp,train,In,1,In_170.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_236.bmp,train,Sc,5,Sc_236.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_199.bmp,train,PS,3,PS_199.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_197.bmp,train,In,1,In_197.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_150.bmp,train,Cr,0,Cr_150.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_109.bmp,train,RS,4,RS_109.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_81.bmp,train,PS,3,PS_81.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_58.bmp,train,Cr,0,Cr_58.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_57.bmp,train,In,1,In_57.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_229.bmp,train,RS,4,RS_229.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_137.bmp,train,Pa,2,Pa_137.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_212.bmp,train,Sc,5,Sc_212.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_13.bmp,train,Pa,2,Pa_13.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_271.bmp,train,PS,3,PS_271.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_242.bmp,train,Cr,0,Cr_242.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_208.bmp,train,In,1,In_208.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_185.bmp,train,Cr,0,Cr_185.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_24.bmp,train,RS,4,RS_24.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_188.bmp,train,Cr,0,Cr_188.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_31.bmp,train,PS,3,PS_31.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_270.bmp,train,Sc,5,Sc_270.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_294.bmp,train,In,1,In_294.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_300.bmp,train,Sc,5,Sc_300.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_29.bmp,train,Sc,5,Sc_29.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_182.bmp,train,Cr,0,Cr_182.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_211.bmp,train,Pa,2,Pa_211.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_240.bmp,train,Sc,5,Sc_240.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_65.bmp,train,Pa,2,Pa_65.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_21.bmp,train,Pa,2,Pa_21.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_103.bmp,train,Cr,0,Cr_103.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_300.bmp,train,In,1,In_300.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_262.bmp,train,Cr,0,Cr_262.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_89.bmp,train,Cr,0,Cr_89.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_228.bmp,train,Cr,0,Cr_228.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_262.bmp,train,Pa,2,Pa_262.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_52.bmp,train,Pa,2,Pa_52.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_107.bmp,train,Cr,0,Cr_107.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_280.bmp,train,Sc,5,Sc_280.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_99.bmp,train,Pa,2,Pa_99.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_24.bmp,train,PS,3,PS_24.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_137.bmp,train,PS,3,PS_137.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_125.bmp,train,Cr,0,Cr_125.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_163.bmp,train,Pa,2,Pa_163.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_90.bmp,train,In,1,In_90.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_219.bmp,train,Sc,5,Sc_219.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_254.bmp,train,RS,4,RS_254.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_76.bmp,train,Sc,5,Sc_76.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_278.bmp,train,In,1,In_278.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_42.bmp,train,PS,3,PS_42.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_40.bmp,train,PS,3,PS_40.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_55.bmp,train,Sc,5,Sc_55.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_92.bmp,train,RS,4,RS_92.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_131.bmp,train,Cr,0,Cr_131.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_105.bmp,train,PS,3,PS_105.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_287.bmp,train,In,1,In_287.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_155.bmp,train,Pa,2,Pa_155.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_30.bmp,train,In,1,In_30.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_56.bmp,train,RS,4,RS_56.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_183.bmp,train,Cr,0,Cr_183.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_217.bmp,train,In,1,In_217.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_8.bmp,train,In,1,In_8.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_43.bmp,train,In,1,In_43.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_162.bmp,train,In,1,In_162.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_225.bmp,train,Cr,0,Cr_225.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_85.bmp,train,Cr,0,Cr_85.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_131.bmp,train,PS,3,PS_131.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_207.bmp,train,Sc,5,Sc_207.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_252.bmp,train,RS,4,RS_252.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_19.bmp,train,Sc,5,Sc_19.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_12.bmp,train,PS,3,PS_12.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_264.bmp,train,RS,4,RS_264.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_195.bmp,train,Cr,0,Cr_195.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_122.bmp,train,RS,4,RS_122.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_128.bmp,train,RS,4,RS_128.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_130.bmp,train,Cr,0,Cr_130.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_94.bmp,train,RS,4,RS_94.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_179.bmp,train,In,1,In_179.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_210.bmp,train,Sc,5,Sc_210.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_265.bmp,train,PS,3,PS_265.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_4.bmp,train,Cr,0,Cr_4.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_18.bmp,train,Cr,0,Cr_18.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_222.bmp,train,In,1,In_222.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_185.bmp,train,Pa,2,Pa_185.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_235.bmp,train,Sc,5,Sc_235.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_241.bmp,train,Sc,5,Sc_241.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_216.bmp,train,PS,3,PS_216.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_142.bmp,train,Pa,2,Pa_142.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_158.bmp,train,Sc,5,Sc_158.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_83.bmp,train,Pa,2,Pa_83.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_214.bmp,train,RS,4,RS_214.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_153.bmp,train,Cr,0,Cr_153.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_236.bmp,train,RS,4,RS_236.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_276.bmp,train,In,1,In_276.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_93.bmp,train,PS,3,PS_93.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_125.bmp,train,PS,3,PS_125.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_129.bmp,train,Pa,2,Pa_129.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_153.bmp,train,In,1,In_153.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_82.bmp,train,PS,3,PS_82.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_219.bmp,train,Pa,2,Pa_219.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_31.bmp,train,Cr,0,Cr_31.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_264.bmp,train,PS,3,PS_264.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_118.bmp,train,Sc,5,Sc_118.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_146.bmp,train,Pa,2,Pa_146.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_37.bmp,train,RS,4,RS_37.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_248.bmp,train,Sc,5,Sc_248.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_226.bmp,train,Sc,5,Sc_226.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_187.bmp,train,Cr,0,Cr_187.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_141.bmp,train,PS,3,PS_141.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_101.bmp,train,Sc,5,Sc_101.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_47.bmp,train,In,1,In_47.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_247.bmp,train,Cr,0,Cr_247.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_278.bmp,train,Cr,0,Cr_278.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_139.bmp,train,In,1,In_139.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_245.bmp,train,RS,4,RS_245.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_21.bmp,train,In,1,In_21.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_149.bmp,train,In,1,In_149.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_261.bmp,train,Pa,2,Pa_261.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_215.bmp,train,In,1,In_215.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_75.bmp,train,RS,4,RS_75.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_112.bmp,train,In,1,In_112.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_27.bmp,train,PS,3,PS_27.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_296.bmp,train,In,1,In_296.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_1.bmp,train,RS,4,RS_1.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_31.bmp,train,Pa,2,Pa_31.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_215.bmp,train,Cr,0,Cr_215.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_159.bmp,train,In,1,In_159.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_168.bmp,train,PS,3,PS_168.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_161.bmp,train,Sc,5,Sc_161.bmp
C:\Users\Letic\Downloads\NEU-CLS\Sc_227.bmp,train,Sc,5,Sc_227.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_261.bmp,train,Cr,0,Cr_261.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_191.bmp,train,In,1,In_191.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_51.bmp,train,Cr,0,Cr_51.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_242.bmp,train,PS,3,PS_242.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_248.bmp,train,In,1,In_248.bmp
C:\Users\Letic\Downloads\NEU-CLS\Pa_16.bmp,train,Pa,2,Pa_16.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_22.bmp,train,PS,3,PS_22.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_236.bmp,train,PS,3,PS_236.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_149.bmp,train,Cr,0,Cr_149.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_10.bmp,train,PS,3,PS_10.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_249.bmp,train,PS,3,PS_249.bmp
C:\Users\Letic\Downloads\NEU-CLS\Cr_136.bmp,train,Cr,0,Cr_136.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_201.bmp,train,PS,3,PS_201.bmp
C:\Users\Letic\Downloads\NEU-CLS\PS_133.bmp,train,PS,3,PS_133.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_173.bmp,train,In,1,In_173.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_32.bmp,train,In,1,In_32.bmp
C:\Users\Letic\Downloads\NEU-CLS\In_54.bmp,train,In,1,In_54.bmp
C:\Users\Letic\Downloads\NEU-CLS\RS_32.bmp,train,RS,4,RS_32.bmp
